university,ref_dept_name,StaffFte,FourStar,ThreeStar,TwoStar,OneStar,Unclassified
University of Plymouth,Music Drama Dance and Performing Arts,8.2,25,36,29,10,0
University of Portsmouth,Public Health Health Services and Primary Care,8.3,2,36,55,7,0
University of Portsmouth,Allied Health Professions Dentistry Nursing and Pharmacy,23.8,24,66,9,0,1
University of Portsmouth,Psychology Psychiatry and Neuroscience,19.9,21,46,26,6,1
University of Portsmouth,Earth Systems and Environmental Sciences,25.73,8,62,30,0,0
University of Portsmouth,Physics,16.3,17,72,11,0,0
University of Portsmouth,Mathematical Sciences,11,6,56,38,0,0
University of Portsmouth,Computer Science and Informatics,13,20,44,33,3,0
University of Portsmouth,Aeronautical Mechanical Chemical and Manufacturing Engineering,18,1,49,45,5,0
University of Portsmouth,Geography Environmental Studies and Archaeology,11,11,28,50,9,2
University of Portsmouth,Business and Management Studies,41.4,17,45,33,5,0
University of Portsmouth,Social Work and Social Policy,23.1,8,42,43,5,2
University of Portsmouth,Sport and Exercise Sciences Leisure and Tourism,7.5,10,42,40,8,0
University of Portsmouth,Area Studies,39.4,25,43,28,4,0
University of Portsmouth,English Language and Literature,12.5,16,34,45,5,0
University of Portsmouth,Communication Cultural and Media Studies Library and Information Management,11,31,38,24,7,0
Queen Mary University of London,Clinical Medicine,144.11,40,50,9,0,1
Queen Mary University of London,Public Health Health Services and Primary Care,20.61,44,42,13,1,0
Queen Mary University of London,Allied Health Professions Dentistry Nursing and Pharmacy,32.2,44,48,7,0,1
Queen Mary University of London,Biological Sciences,23.39,31,51,14,2,2
Queen Mary University of London,Chemistry,14,20,67,13,0,0
Queen Mary University of London,Physics,24,17,73,10,0,0
Queen Mary University of London,Mathematical Sciences,34.8,14,73,13,0,0
Queen Mary University of London,Computer Science and Informatics,30.5,39,52,8,1,0
Queen Mary University of London,Electrical and Electronic Engineering Metallurgy and Materials,19,20,79,1,0,0
Queen Mary University of London,Electrical and Electronic Engineering Metallurgy and Materials,24.2,21,66,12,1,0
Queen Mary University of London,General Engineering,24.6,40,51,8,0,1
Queen Mary University of London,Geography Environmental Studies and Archaeology,31.35,34,49,13,4,0
Queen Mary University of London,Economics and Econometrics,24.45,18,65,14,3,0
Queen Mary University of London,Business and Management Studies,33,23,42,33,1,1
Queen Mary University of London,Law,35.02,26,60,12,1,1
Queen Mary University of London,Politics and International Studies,21.5,12,62,25,1,0
Queen Mary University of London,Modern Languages and Linguistics,7.55,62,34,4,0,0
Queen Mary University of London,English Language and Literature,41.13,54,34,11,1,0
Queen Mary University of London,History,38,40,42,17,1,0
Queen Mary University of London,Music Drama Dance and Performing Arts,16,69,24,7,0,0
University of Reading,Allied Health Professions Dentistry Nursing and Pharmacy,23.2,17,64,19,0,0
University of Reading,Psychology Psychiatry and Neuroscience,40.15,31,46,21,1,1
University of Reading,Biological Sciences,20.6,17,65,17,1,0
University of Reading,Agriculture Veterinary and Food Science,73,45,36,17,2,0
University of Reading,Earth Systems and Environmental Sciences,75.68,27,59,12,2,0
University of Reading,Chemistry,22,8,69,23,0,0
University of Reading,Mathematical Sciences,26.5,15,71,13,1,0
University of Reading,Electrical and Electronic Engineering Metallurgy and Materials,17.2,10,61,24,5,0
University of Reading,Architecture Built Environment and Planning,34.9,41,42,15,2,0
University of Reading,Geography Environmental Studies and Archaeology,19,30,51,16,3,0
University of Reading,Business and Management Studies,40,32,49,17,2,0
University of Reading,Law,26.2,15,55,30,0,0
University of Reading,Politics and International Studies,16,26,40,33,1,0
University of Reading,Education,15.6,29,47,23,1,0
University of Reading,Modern Languages and Linguistics,21.71,27,44,27,2,0
University of Reading,English Language and Literature,27,24,53,20,3,0
University of Reading,History,16.2,20,58,22,0,0
University of Reading,Classics,12.5,33,53,11,3,0
University of Reading,Philosophy,11.2,17,41,39,3,0
University of Reading,Art and Design: History Practice and Theory,8.2,56,39,5,0,0
University of Reading,Music Drama Dance and Performing Arts,10,18,61,18,3,0
Roehampton University,Allied Health Professions Dentistry Nursing and Pharmacy,10,14,57,29,0,0
Roehampton University,Psychology Psychiatry and Neuroscience,14.4,17,48,32,3,0
Roehampton University,Business and Management Studies,4.8,0,39,45,16,0
Roehampton University,Sociology,11.45,23,29,40,7,1
Roehampton University,Anthropology and Development Studies,11,11,50,33,5,1
Roehampton University,Education,14.2,20,51,26,3,0
Roehampton University,Modern Languages and Linguistics,10.2,17,45,31,7,0
Roehampton University,English Language and Literature,14.9,22,51,24,3,0
Roehampton University,History,14,14,45,38,3,0
Roehampton University,Theology and Religious Studies,6.8,16,27,45,12,0
Roehampton University,Music Drama Dance and Performing Arts,11.8,62,32,5,1,0
Roehampton University,Communication Cultural and Media Studies Library and Information Management,14,29,32,27,12,0
Rose Bruford College,Music Drama Dance and Performing Arts,5.9,7,42,30,15,6
Royal Academy of Music,Music Drama Dance and Performing Arts,13.9,21,40,34,3,2
Royal Agricultural University,Agriculture Veterinary and Food Science,12,3,4,39,38,16
Royal Central School of Speech and Drama,Music Drama Dance and Performing Arts,21.25,39,31,25,4,1
Royal College of Art,Art and Design: History Practice and Theory,59.55,37,40,17,6,0
Royal College of Music,Music Drama Dance and Performing Arts,14.4,34,39,22,4,1
Royal Holloway University of London,Psychology Psychiatry and Neuroscience,23.25,51,42,7,0,0
Royal Holloway University of London,Biological Sciences,24,15,61,22,2,0
Royal Holloway University of London,Earth Systems and Environmental Sciences,24.95,26,68,6,0,0
Royal Holloway University of London,Physics,24.9,14,72,14,0,0
Royal Holloway University of London,Mathematical Sciences,14,23,68,9,0,0
Royal Holloway University of London,Computer Science and Informatics,24.45,30,52,13,4,1
Royal Holloway University of London,Geography Environmental Studies and Archaeology,23.7,41,45,13,1,0
Royal Holloway University of London,Economics and Econometrics,14.4,35,45,17,2,1
Royal Holloway University of London,Business and Management Studies,41.85,24,50,24,2,0
Royal Holloway University of London,Politics and International Studies,23.8,12,60,25,3,0
Royal Holloway University of London,Modern Languages and Linguistics,24.5,34,46,19,1,0
Royal Holloway University of London,English Language and Literature,25.7,43,34,22,1,0
Royal Holloway University of London,History,32.3,30,42,26,1,1
Royal Holloway University of London,Classics,9.4,12,42,40,6,0
Royal Holloway University of London,Music Drama Dance and Performing Arts,18.4,43,47,6,1,3
Royal Holloway University of London,Communication Cultural and Media Studies Library and Information Management,13.2,45,38,16,1,0
Royal Northern College of Music,Music Drama Dance and Performing Arts,10.78,36,39,22,3,0
Royal Veterinary College,Agriculture Veterinary and Food Science,103.49,35,44,18,3,0
St.George's University of London,Clinical Medicine,44.1,29,37,34,0,0
St.George's University of London,Public Health Health Services and Primary Care,11.57,32,53,13,2,0
St Mary's University Twickenham,Education,11.96,7,9,23,48,13
St Mary's University Twickenham,Sport and Exercise Sciences Leisure and Tourism,7.1,15,20,38,27,0
St Mary's University Twickenham,English Language and Literature,7.5,18,22,33,26,1
St Mary's University Twickenham,History,4,12,22,46,16,4
St Mary's University Twickenham,Philosophy,4.8,4,10,29,57,0
St Mary's University Twickenham,Theology and Religious Studies,4.8,9,26,41,24,0
St Mary's University Twickenham,Communication Cultural and Media Studies Library and Information Management,4.7,11,37,36,6,10
University of Salford,Allied Health Professions Dentistry Nursing and Pharmacy,42.1,7,54,35,3,1
University of Salford,Biological Sciences,24.2,5,40,50,3,2
University of Salford,Computer Science and Informatics,13,1,43,45,10,1
University of Salford,Electrical and Electronic Engineering Metallurgy and Materials,15.55,8,49,30,10,3
University of Salford,Architecture Built Environment and Planning,48.8,16,45,32,6,1
University of Salford,Geography Environmental Studies and Archaeology,12.2,7,29,54,10,0
University of Salford,Business and Management Studies,17,12,46,39,2,1
University of Salford,Social Work and Social Policy,9.5,13,44,38,5,0
University of Salford,Modern Languages and Linguistics,10.6,2,25,51,19,3
University of Salford,English Language and Literature,11.2,13,32,45,7,3
University of Salford,Art and Design: History Practice and Theory,9.6,12,46,29,11,2
University of Salford,Music Drama Dance and Performing Arts,11.8,10,30,42,14,4
University of Salford,Communication Cultural and Media Studies Library and Information Management,16.8,25,37,27,8,3
University of Sheffield,Clinical Medicine,63.95,28,58,14,0,0
University of Sheffield,Public Health Health Services and Primary Care,74.32,38,32,24,6,0
University of Sheffield,Allied Health Professions Dentistry Nursing and Pharmacy,64.66,55,41,4,0,0
University of Sheffield,Psychology Psychiatry and Neuroscience,34.45,39,42,18,1,0
University of Sheffield,Biological Sciences,44.9,48,44,8,0,0
University of Sheffield,Earth Systems and Environmental Sciences,23.9,19,61,19,1,0
University of Sheffield,Chemistry,29.2,21,77,2,0,0
University of Sheffield,Physics,30,23,67,9,1,0
University of Sheffield,Mathematical Sciences,34,20,69,11,0,0
University of Sheffield,Computer Science and Informatics,30.5,47,45,8,0,0
University of Sheffield,Electrical and Electronic Engineering Metallurgy and Materials,34.8,25,72,3,0,0
University of Sheffield,Civil and Construction Engineering,34.8,25,70,5,0,0
University of Sheffield,General Engineering,21.8,44,52,4,0,0
University of Sheffield,Architecture Built Environment and Planning,34,48,37,14,1,0
University of Sheffield,Geography Environmental Studies and Archaeology,24.9,25,56,18,1,0
University of Sheffield,Economics and Econometrics,14.9,13,48,31,0,8
University of Sheffield,Business and Management Studies,34.5,33,48,17,2,0
University of Sheffield,Law,24.4,34,55,11,0,0
University of Sheffield,Politics and International Studies,18,52,37,10,1,0
University of Sheffield,Social Work and Social Policy,17.8,26,53,20,1,0
University of Sheffield,Education,14.5,38,56,6,0,0
University of Sheffield,Area Studies,14,13,54,30,3,0
University of Sheffield,Modern Languages and Linguistics,33.2,31,41,23,5,0
University of Sheffield,English Language and Literature,39.05,40,42,16,2,0
University of Sheffield,History,27.45,45,41,13,1,0
University of Sheffield,Philosophy,19.2,33,52,15,0,0
University of Sheffield,Theology and Religious Studies,4,21,51,28,0,0
University of Sheffield,Music Drama Dance and Performing Arts,12.42,48,36,14,2,0
University of Sheffield,Communication Cultural and Media Studies Library and Information Management,22.3,38,34,20,8,0
Sheffield Hallam University,Allied Health Professions Dentistry Nursing and Pharmacy,22.75,11,60,28,1,0
Sheffield Hallam University,Biological Sciences,16.2,5,41,48,6,0
Sheffield Hallam University,Electrical and Electronic Engineering Metallurgy and Materials,31.2,2,54,42,1,1
Sheffield Hallam University,Architecture Built Environment and Planning,19.2,35,46,17,1,1
Sheffield Hallam University,Business and Management Studies,6.8,6,37,40,17,0
Sheffield Hallam University,Education,12.4,12,57,21,9,1
Sheffield Hallam University,Sport and Exercise Sciences Leisure and Tourism,32,17,50,25,7,1
Sheffield Hallam University,English Language and Literature,21.39,12,40,42,6,0
Sheffield Hallam University,History,15,24,43,30,2,1
Sheffield Hallam University,Art and Design: History Practice and Theory,24.46,42,39,18,1,0
Sheffield Hallam University,Communication Cultural and Media Studies Library and Information Management,24.8,24,41,18,17,0
University of Southampton,Clinical Medicine,143.39,25,50,21,2,2
University of Southampton,Public Health Health Services and Primary Care,10.5,37,50,12,1,0
University of Southampton,Allied Health Professions Dentistry Nursing and Pharmacy,34.5,53,41,6,0,0
University of Southampton,Psychology Psychiatry and Neuroscience,33.2,42,38,19,1,0
University of Southampton,Biological Sciences,34.8,18,64,17,1,0
University of Southampton,Earth Systems and Environmental Sciences,68.62,41,52,4,1,2
University of Southampton,Chemistry,44.8,29,65,6,0,0
University of Southampton,Physics,34.8,31,63,6,0,0
University of Southampton,Mathematical Sciences,54.8,23,64,13,0,0
University of Southampton,Computer Science and Informatics,44.2,44,35,16,5,0
University of Southampton,Electrical and Electronic Engineering Metallurgy and Materials,84.25,35,60,5,0,0
University of Southampton,General Engineering,192.23,33,58,8,1,0
University of Southampton,Geography Environmental Studies and Archaeology,32,32,50,17,1,0
University of Southampton,Economics and Econometrics,21.8,16,42,39,2,1
University of Southampton,Business and Management Studies,34.4,21,54,20,4,1
University of Southampton,Law,22.5,16,44,38,2,0
University of Southampton,Politics and International Studies,13.54,28,47,22,2,1
University of Southampton,Social Work and Social Policy,41,41,43,14,2,0
University of Southampton,Education,22,31,47,21,1,0
University of Southampton,Modern Languages and Linguistics,24.5,39,45,16,0,0
University of Southampton,English Language and Literature,24.8,41,35,20,4,0
University of Southampton,History,30.7,43,44,13,0,0
University of Southampton,Philosophy,12,17,52,31,0,0
University of Southampton,Art and Design: History Practice and Theory,10.2,25,50,22,3,0
University of Southampton,Music Drama Dance and Performing Arts,22.53,68,22,7,3,0
Southampton Solent University,General Engineering,8.5,0,16,30,33,21
Southampton Solent University,Sport and Exercise Sciences Leisure and Tourism,6,0,10,34,40,16
Southampton Solent University,Art and Design: History Practice and Theory,15.85,3,19,42,26,10
Southampton Solent University,Communication Cultural and Media Studies Library and Information Management,5.2,5,24,34,18,19
Staffordshire University,Psychology Psychiatry and Neuroscience,13.8,10,26,50,11,3
Staffordshire University,Computer Science and Informatics,7.8,0,8,58,34,0
Staffordshire University,General Engineering,8.4,2,39,42,17,0
Staffordshire University,Business and Management Studies,7.3,2,43,41,14,0
Staffordshire University,Education,6.75,16,30,30,24,0
Staffordshire University,Sport and Exercise Sciences Leisure and Tourism,13.4,13,51,33,3,0
Staffordshire University,Art and Design: History Practice and Theory,9.9,0,22,46,30,2
Staffordshire University,Communication Cultural and Media Studies Library and Information Management,13.5,5,21,31,41,2
University of Sunderland,Allied Health Professions Dentistry Nursing and Pharmacy,24.6,7,44,45,4,0
University of Sunderland,Computer Science and Informatics,13,0,14,42,44,0
University of Sunderland,Aeronautical Mechanical Chemical and Manufacturing Engineering,12.25,2,22,55,19,2
University of Sunderland,Business and Management Studies,4.5,2,2,34,50,12
University of Sunderland,Law,4,0,5,53,42,0
University of Sunderland,Social Work and Social Policy,7,3,27,52,15,3
University of Sunderland,Education,21.1,5,11,34,38,12
University of Sunderland,Sport and Exercise Sciences Leisure and Tourism,6,3,16,58,20,3
University of Sunderland,English Language and Literature,12.4,7,25,52,15,1
University of Sunderland,History,4,6,28,42,24,0
University of Sunderland,Art and Design: History Practice and Theory,23.6,5,36,45,13,1
University of Sunderland,Music Drama Dance and Performing Arts,1.99,0,32,27,38,3
University of Sunderland,Communication Cultural and Media Studies Library and Information Management,12.8,25,38,33,4,0
University of Surrey,Allied Health Professions Dentistry Nursing and Pharmacy,64.6,44,49,7,0,0
University of Surrey,Psychology Psychiatry and Neuroscience,20,19,52,26,2,1
University of Surrey,Physics,27.5,25,59,16,0,0
University of Surrey,Mathematical Sciences,28.42,14,61,25,0,0
University of Surrey,Computer Science and Informatics,19.4,11,49,38,0,2
University of Surrey,Electrical and Electronic Engineering Metallurgy and Materials,83.14,15,78,7,0,0
University of Surrey,General Engineering,54.95,18,62,20,0,0
University of Surrey,Economics and Econometrics,20.65,19,63,18,0,0
University of Surrey,Business and Management Studies,41.65,11,51,34,4,0
University of Surrey,Law,8,9,40,47,4,0
University of Surrey,Politics and International Studies,11.4,10,16,46,28,0
University of Surrey,Sociology,19.2,24,46,27,3,0
University of Surrey,Sport and Exercise Sciences Leisure and Tourism,14.4,36,46,18,0,0
University of Surrey,English Language and Literature,23.95,33,38,26,3,0
University of Surrey,Music Drama Dance and Performing Arts,21.5,20,50,24,6,0
University of Sussex,Allied Health Professions Dentistry Nursing and Pharmacy,5,38,44,16,1,1
University of Sussex,Psychology Psychiatry and Neuroscience,41.4,45,46,9,0,0
University of Sussex,Biological Sciences,47.61,48,39,9,1,3
University of Sussex,Chemistry,16.8,11,50,36,0,3
University of Sussex,Physics,24.72,17,60,22,0,1
University of Sussex,Mathematical Sciences,20,11,61,25,3,0
University of Sussex,Computer Science and Informatics,14.6,19,54,27,0,0
University of Sussex,General Engineering,14,11,75,14,0,0
University of Sussex,Geography Environmental Studies and Archaeology,20.7,28,51,19,2,0
University of Sussex,Economics and Econometrics,17.4,17,53,28,1,1
University of Sussex,Business and Management Studies,43.95,20,50,27,3,0
University of Sussex,Law,31,13,51,27,9,0
University of Sussex,Politics and International Studies,21,29,49,18,4,0
University of Sussex,Social Work and Social Policy,12.4,22,42,32,4,0
University of Sussex,Sociology,16.3,11,56,31,1,1
University of Sussex,Anthropology and Development Studies,18.5,24,45,29,2,0
University of Sussex,Education,16.1,25,48,24,3,0
University of Sussex,Area Studies,13,21,51,25,3,0
University of Sussex,English Language and Literature,34.6,45,39,15,1,0
University of Sussex,History,20,39,44,16,1,0
University of Sussex,Philosophy,10.5,25,52,19,4,0
University of Sussex,Art and Design: History Practice and Theory,11.5,13,40,47,0,0
University of Sussex,Music Drama Dance and Performing Arts,4.2,15,63,22,0,0
University of Sussex,Communication Cultural and Media Studies Library and Information Management,25.5,41,36,22,1,0
Teesside University,Allied Health Professions Dentistry Nursing and Pharmacy,16,12,56,29,3,0
Teesside University,Computer Science and Informatics,12.7,3,42,55,0,0
Teesside University,General Engineering,13,4,55,41,0,0
Teesside University,Business and Management Studies,5.5,8,29,49,6,8
Teesside University,Social Work and Social Policy,10.8,15,72,10,3,0
Teesside University,English Language and Literature,6.4,8,49,30,12,1
Teesside University,History,11,13,60,23,4,0
Teesside University,Art and Design: History Practice and Theory,11.8,7,23,31,36,3
Trinity Laban Conservatoire of Music and Dance,Music Drama Dance and Performing Arts,11.6,18,50,24,8,0
University of Warwick,Clinical Medicine,32.35,24,57,19,0,0
University of Warwick,Public Health Health Services and Primary Care,30.77,39,41,19,1,0
University of Warwick,Psychology Psychiatry and Neuroscience,20.9,38,53,9,0,0
University of Warwick,Biological Sciences,44.88,22,61,15,0,2
University of Warwick,Agriculture Veterinary and Food Science,12.6,46,46,8,0,0
University of Warwick,Chemistry,34.8,32,66,2,0,0
University of Warwick,Physics,54.6,29,65,6,0,0
University of Warwick,Mathematical Sciences,104.1,44,48,7,1,0
University of Warwick,Computer Science and Informatics,24.4,56,41,3,0,0
University of Warwick,General Engineering,94.75,32,58,10,0,0
University of Warwick,Economics and Econometrics,41.6,45,51,4,0,0
University of Warwick,Business and Management Studies,104.4,35,46,18,1,0
University of Warwick,Law,31,38,48,13,1,0
University of Warwick,Politics and International Studies,48.54,43,37,16,4,0
University of Warwick,Sociology,34.6,18,45,32,5,0
University of Warwick,Education,34.57,32,44,20,4,0
University of Warwick,Modern Languages and Linguistics,34.1,30,53,13,4,0
University of Warwick,English Language and Literature,37.42,58,37,5,0,0
University of Warwick,History,39,46,37,16,1,0
University of Warwick,Classics,13.9,28,52,20,0,0
University of Warwick,Philosophy,19,34,56,9,0,1
University of Warwick,Art and Design: History Practice and Theory,11,40,39,21,0,0
University of Warwick,Music Drama Dance and Performing Arts,27.4,48,45,7,0,0
University of the West of England Bristol,Allied Health Professions Dentistry Nursing and Pharmacy,45.4,28,51,20,1,0
University of the West of England Bristol,Agriculture Veterinary and Food Science,13.9,14,49,35,2,0
University of the West of England Bristol,Computer Science and Informatics,14.8,13,55,26,6,0
University of the West of England Bristol,General Engineering,14,10,65,25,0,0
University of the West of England Bristol,Architecture Built Environment and Planning,30.7,10,54,33,3,0
University of the West of England Bristol,Geography Environmental Studies and Archaeology,13.1,7,30,45,15,3
University of the West of England Bristol,Business and Management Studies,34.1,10,43,43,4,0
University of the West of England Bristol,Law,14,4,38,50,8,0
University of the West of England Bristol,Politics and International Studies,9,6,28,37,25,4
University of the West of England Bristol,Social Work and Social Policy,19.8,5,41,39,15,0
University of the West of England Bristol,Education,10.2,20,33,44,3,0
University of the West of England Bristol,Modern Languages and Linguistics,9.7,9,35,46,10,0
University of the West of England Bristol,English Language and Literature,12.8,25,41,24,10,0
University of the West of England Bristol,History,13.2,13,53,32,2,0
University of the West of England Bristol,Philosophy,6,11,32,48,9,0
University of the West of England Bristol,Art and Design: History Practice and Theory,20.6,25,43,28,3,1
University of the West of England Bristol,Communication Cultural and Media Studies Library and Information Management,18,27,46,21,5,1
The University of West London,Allied Health Professions Dentistry Nursing and Pharmacy,14.7,5,29,43,23,0
The University of West London,Computer Science and Informatics,10,0,8,36,55,1
The University of West London,Education,3.9,5,20,41,32,2
The University of West London,Music Drama Dance and Performing Arts,4.5,7,21,28,41,3
The University of West London,Communication Cultural and Media Studies Library and Information Management,2.6,24,11,34,24,7
University of Westminster,Allied Health Professions Dentistry Nursing and Pharmacy,24.8,15,55,24,2,4
University of Westminster,Psychology Psychiatry and Neuroscience,12.5,7,55,37,1,0
University of Westminster,Computer Science and Informatics,19.65,0,26,52,21,1
University of Westminster,Architecture Built Environment and Planning,25.37,20,45,30,5,0
University of Westminster,Business and Management Studies,21.2,8,26,51,15,0
University of Westminster,Law,18.9,5,48,39,8,0
University of Westminster,Politics and International Studies,14.3,7,57,33,3,0
University of Westminster,Area Studies,4.75,22,27,50,1,0
University of Westminster,Modern Languages and Linguistics,3.9,0,39,29,24,8
University of Westminster,English Language and Literature,17.7,34,45,19,2,0
University of Westminster,History,5,12,35,32,17,4
University of Westminster,Art and Design: History Practice and Theory,24.25,45,46,9,0,0
University of Westminster,Communication Cultural and Media Studies Library and Information Management,17.8,52,35,11,2,0
University of Winchester,Psychology Psychiatry and Neuroscience,8.5,2,24,32,42,0
University of Winchester,Geography Environmental Studies and Archaeology,5.4,3,20,53,24,0
University of Winchester,Sociology,7,0,19,49,30,2
University of Winchester,Education,7.13,12,35,42,9,2
University of Winchester,History,11,10,43,43,4,0
University of Winchester,Theology and Religious Studies,8.4,6,36,43,15,0
University of Winchester,Music Drama Dance and Performing Arts,12.4,9,41,36,9,5
University of Winchester,Communication Cultural and Media Studies Library and Information Management,12.75,14,47,27,8,4
University of Wolverhampton,Allied Health Professions Dentistry Nursing and Pharmacy,31.3,11,43,38,5,3
University of Wolverhampton,Aeronautical Mechanical Chemical and Manufacturing Engineering,12,1,21,75,3,0
University of Wolverhampton,Architecture Built Environment and Planning,13.5,5,21,53,20,1
University of Wolverhampton,Business and Management Studies,11.2,4,25,50,21,0
University of Wolverhampton,Law,12,6,6,51,29,8
University of Wolverhampton,Education,9.2,5,36,54,5,0
University of Wolverhampton,Sport and Exercise Sciences Leisure and Tourism,9,4,40,45,11,0
University of Wolverhampton,Area Studies,7,2,27,55,12,4
University of Wolverhampton,Modern Languages and Linguistics,10.8,11,38,39,10,2
University of Wolverhampton,English Language and Literature,7.95,4,28,41,19,8
University of Wolverhampton,History,13.1,7,48,39,6,0
University of Wolverhampton,Art and Design: History Practice and Theory,25.7,7,36,33,16,8
University of Wolverhampton,Communication Cultural and Media Studies Library and Information Management,7,48,41,11,0,0
University of Worcester,Allied Health Professions Dentistry Nursing and Pharmacy,11.1,2,31,42,15,10
University of Worcester,Psychology Psychiatry and Neuroscience,10.4,2,33,34,26,5
University of Worcester,Biological Sciences,12.8,6,33,44,13,4
University of Worcester,Geography Environmental Studies and Archaeology,11,2,25,51,22,0
University of Worcester,Business and Management Studies,8.7,0,9,47,44,0
University of Worcester,Education,14.3,7,22,21,46,4
University of Worcester,Sport and Exercise Sciences Leisure and Tourism,14,4,32,50,12,2
University of Worcester,English Language and Literature,7.5,7,28,49,11,5
University of Worcester,History,5,13,43,28,16,0
University of Worcester,Art and Design: History Practice and Theory,5.3,14,27,38,21,0
University of Worcester,Music Drama Dance and Performing Arts,4.4,0,33,47,12,8
Writtle College,Agriculture Veterinary and Food Science,8.8,0,20,29,28,23
Writtle College,Art and Design: History Practice and Theory,3.6,0,10,13,30,47
University of York,Public Health Health Services and Primary Care,52.74,42,41,16,1,0
University of York,Psychology Psychiatry and Neuroscience,24.9,51,44,5,0,0
University of York,Biological Sciences,44.37,47,43,10,0,0
University of York,Earth Systems and Environmental Sciences,24.1,14,56,26,4,0
University of York,Chemistry,47.06,27,67,6,0,0
University of York,Physics,34.33,21,56,18,5,0
University of York,Mathematical Sciences,30.5,17,63,20,0,0
University of York,Computer Science and Informatics,34.8,44,46,10,0,0
University of York,Electrical and Electronic Engineering Metallurgy and Materials,22.3,4,83,13,0,0
University of York,Geography Environmental Studies and Archaeology,18.78,42,31,21,6,0
University of York,Economics and Econometrics,28.07,17,60,22,1,0
University of York,Business and Management Studies,22.7,23,45,28,4,0
University of York,Law,10,46,44,8,0,2
University of York,Politics and International Studies,23,37,43,19,1,0
University of York,Social Work and Social Policy,33.6,54,33,12,0,1
University of York,Sociology,20,41,46,12,1,0
University of York,Education,22.3,44,37,15,3,1
University of York,Modern Languages and Linguistics,14.08,45,40,7,2,6
University of York,English Language and Literature,36.01,61,27,12,0,0
University of York,History,34.5,42,47,11,0,0
University of York,Philosophy,18.3,14,50,32,4,0
University of York,Art and Design: History Practice and Theory,18.95,47,36,16,1,0
University of York,Music Drama Dance and Performing Arts,13,29,50,17,4,0
York St John University,Allied Health Professions Dentistry Nursing and Pharmacy,5.5,3,35,37,22,3
York St John University,Psychology Psychiatry and Neuroscience,5,13,40,29,16,2
York St John University,Business and Management Studies,6.5,0,8,40,30,22
York St John University,Education,9.4,3,10,53,26,8
York St John University,Sport and Exercise Sciences Leisure and Tourism,7,6,27,52,15,0
York St John University,English Language and Literature,11.6,9,28,35,24,4
York St John University,Theology and Religious Studies,7,2,23,57,16,2
York St John University,Music Drama Dance and Performing Arts,10.2,13,23,47,14,3
York St John University,Communication Cultural and Media Studies Library and Information Management,6,5,29,28,27,11
Institute of Zoology,Earth Systems and Environmental Sciences,20.9,22,68,10,0,0
University of Aberdeen,Clinical Medicine,54.3,25,42,31,1,1
University of Aberdeen,Public Health Health Services and Primary Care,47.5,34,47,19,0,0
University of Aberdeen,Psychology Psychiatry and Neuroscience,20.6,29,65,6,0,0
University of Aberdeen,Biological Sciences,89.42,30,53,16,0,1
University of Aberdeen,Agriculture Veterinary and Food Science,20.4,56,36,8,0,0
University of Aberdeen,Earth Systems and Environmental Sciences,28.4,18,71,10,1,0
University of Aberdeen,Chemistry,20.2,14,66,20,0,0
University of Aberdeen,Mathematical Sciences,23.1,14,62,24,0,0
University of Aberdeen,Computer Science and Informatics,19,22,52,26,0,0
University of Aberdeen,General Engineering,38.6,12,70,18,0,0
University of Aberdeen,Architecture Built Environment and Planning,10.4,39,47,12,2,0
University of Aberdeen,Geography Environmental Studies and Archaeology,13.4,13,53,32,2,0
University of Aberdeen,Economics and Econometrics,19.25,3,51,37,9,0
University of Aberdeen,Business and Management Studies,13.3,31,42,25,2,0
University of Aberdeen,Law,23.4,15,49,33,3,0
University of Aberdeen,Politics and International Studies,11.2,7,43,37,13,0
University of Aberdeen,Sociology,13,14,58,28,0,0
University of Aberdeen,Anthropology and Development Studies,11,23,35,37,5,0
University of Aberdeen,Education,9.6,8,59,29,4,0
University of Aberdeen,Modern Languages and Linguistics,22,21,41,26,12,0
University of Aberdeen,English Language and Literature,21.5,31,62,7,0,0
University of Aberdeen,History,24,26,44,29,1,0
University of Aberdeen,Philosophy,13.25,31,31,20,18,0
University of Aberdeen,Theology and Religious Studies,19,29,39,24,7,1
University of Aberdeen,Music Drama Dance and Performing Arts,11.36,15,51,23,8,3
University of Abertay Dundee,Psychology Psychiatry and Neuroscience,7.79,12,51,35,2,0
University of Abertay Dundee,Biological Sciences,13.6,2,13,44,25,16
University of Abertay Dundee,Earth Systems and Environmental Sciences,14.45,2,48,49,1,0
University of Abertay Dundee,General Engineering,14.2,3,20,60,16,1
University of Abertay Dundee,Law,3.5,0,9,53,30,8
University of Abertay Dundee,Sociology,7,5,17,51,27,0
University of Abertay Dundee,Sport and Exercise Sciences Leisure and Tourism,6,19,19,58,4,0
University of Dundee,Clinical Medicine,49.5,28,50,20,2,0
University of Dundee,Public Health Health Services and Primary Care,16.2,24,44,27,5,0
University of Dundee,Allied Health Professions Dentistry Nursing and Pharmacy,22.4,24,61,14,0,1
University of Dundee,Psychology Psychiatry and Neuroscience,14.9,31,58,10,0,1
University of Dundee,Biological Sciences,73.2,58,35,6,1,0
University of Dundee,Mathematical Sciences,12.7,27,67,6,0,0
University of Dundee,Computer Science and Informatics,11.7,32,47,21,0,0
University of Dundee,Civil and Construction Engineering,14.5,41,49,10,0,0
University of Dundee,General Engineering,18.75,38,55,7,0,0
